No of bedrooms,No of bathrooms,living area,No of floors,waterfront present,No of views,house condition,house grade,Built Year,Renovation Year,Lattitude,Longitude,living_area_renov,Price,Total floor area,Total lot area
1,1.75,1440,1.0,0,0,3,7,1923,0,52.764,-114.566,1440,390000,1440,19178
4,1.75,2220,1.0,0,0,5,7,1963,0,52.722,-114.356,1670,374000,2220,20400
4,1.75,1890,1.0,0,0,5,7,1969,0,52.7447,-114.383,1930,372000,1890,17841
4,2.5,2130,2.0,0,0,3,8,2009,0,52.6624,-114.374,2130,370000,2130,8821
3,2.0,1460,2.0,0,0,3,7,2008,0,52.926,-114.216,1740,362764,1460,8972
3,1.0,1600,1.5,0,0,5,6,1930,0,52.9532,-114.479,1340,355000,1600,10002
3,3.0,3200,1.0,0,0,3,8,1978,0,52.6421,-114.344,3090,350000,3200,73669
2,1.75,1080,2.0,0,0,4,7,1984,0,52.9365,-114.425,1800,350000,1080,14563
4,1.75,1800,1.0,0,0,5,7,1979,0,52.7598,-114.47,1870,340000,1800,10575
3,2.0,1130,2.0,0,0,3,6,1996,0,52.865,-114.154,1900,340000,1130,24786
3,1.75,1510,1.0,0,0,3,7,1985,0,52.706,-113.945,1470,330000,1510,31488
3,2.5,1256,3.0,0,0,3,7,2005,0,52.9446,-114.501,1309,316750,1256,2386
3,1.0,1210,1.0,0,0,4,7,1953,0,52.992,-114.545,1470,310000,1210,19460
2,1.5,1090,3.0,0,0,3,8,2008,0,52.9274,-114.539,1110,306000,1090,2567
3,1.0,1030,1.0,0,0,3,7,1924,2009,52.7205,-114.396,1030,305000,1030,10600
4,2.75,2030,1.0,0,0,4,7,1988,0,52.512,-114.493,1790,302000,2030,16747
3,1.0,1280,1.5,0,0,4,5,1941,0,52.796,-114.084,1410,291000,1280,21000
2,1.75,1440,1.0,0,0,4,6,1935,0,52.728,-114.54,1250,282500,1440,20591
3,2.5,2010,2.0,0,0,3,7,2006,0,52.5638,-114.242,2280,282000,2010,10540
4,2.25,2670,1.0,0,0,4,8,1962,0,52.6092,-114.47,2190,275000,2670,20100
3,1.5,1060,1.0,0,0,4,6,1983,0,52.7798,-114.545,1560,275000,1060,13908
3,1.75,1300,1.0,0,0,4,7,1976,0,52.7326,-114.362,1270,275000,1300,16198
4,2.0,2440,1.0,0,0,5,7,1963,0,52.6442,-114.369,1370,274700,2440,19200
4,2.0,1870,1.0,0,3,3,7,2009,0,52.4234,-114.167,2280,272000,1870,11882
3,1.75,1890,1.0,0,0,3,7,1979,0,52.6772,-113.964,1580,271900,1890,22795
3,1.75,1790,1.0,0,0,4,8,1979,0,52.5418,-114.53,1970,263000,1790,15582
2,1.0,940,1.0,0,0,4,6,1926,0,52.6708,-114.651,1370,252000,940,50270
4,2.75,1910,1.0,0,0,4,7,1980,0,52.599,-114.36,1880,250000,1910,15575
3,2.0,1470,1.0,0,0,4,8,1974,0,52.5491,-114.575,1980,245000,1470,16000
4,1.0,2240,1.0,0,0,3,7,1966,0,52.7389,-114.536,1080,242000,2240,15240
4,1.0,1400,1.5,0,0,3,7,1959,0,52.6639,-114.481,1310,238000,1400,14556
3,1.0,1160,1.0,0,0,4,7,1958,0,52.7315,-114.363,1280,237000,1160,12264
3,1.5,1060,1.0,0,0,4,7,1962,0,52.5529,-114.538,1440,219000,1060,19200
3,1.0,1040,1.0,0,0,5,6,1951,0,52.722,-114.414,1430,212000,1040,12880
2,1.0,1060,1.0,0,0,3,6,1941,0,52.7388,-114.523,1390,205000,1060,16000
4,2.5,1840,2.0,0,0,3,7,1994,0,52.4949,-114.432,1430,190000,1840,24956
5,1.75,1990,1.0,0,0,3,7,1955,0,52.5625,-114.54,2240,185000,1990,25000
3,1.0,1510,1.0,0,0,4,6,1975,0,52.4949,-114.475,1520,185000,1510,31040
3,1.0,840,1.0,0,0,5,6,1969,0,52.6004,-114.27,870,178000,840,11700
3,1.5,1350,1.0,0,0,2,7,1966,0,52.5399,-114.28,2220,170000,1350,175374
2,0.75,550,1.0,0,0,3,5,1952,0,52.741,-114.538,1330,115000,550,15960
3,3.5,3680,2.0,0,2,3,11,1999,0,52.7947,-114.318,3710,1230000,3680,21521
3,2.5,2670,2.0,0,3,5,9,1942,1995,52.8155,-114.482,2320,1170000,2670,10000
5,3.25,4475,2.0,0,0,3,9,2014,0,52.9149,-114.208,3720,1040000,4475,13275
5,3.25,2700,2.0,0,2,3,9,1926,2014,52.8259,-114.481,1940,950000,2700,7650
4,2.5,3670,2.0,0,0,3,10,1999,0,52.8519,-114.205,3040,885250,3670,99316
4,1.75,2170,1.0,0,0,3,8,1960,0,52.7985,-114.407,1910,842000,2170,19050
4,2.5,3650,2.0,0,0,3,9,2006,0,52.9366,-114.291,3150,835000,3650,14226
3,2.5,1630,2.0,0,0,5,8,1919,0,52.8752,-114.561,1630,800000,1630,5640
4,2.5,2290,2.0,0,0,4,9,1981,0,52.8494,-114.341,2680,785000,2290,27101
4,2.5,2980,2.0,0,0,3,10,2006,0,52.7731,-114.187,3140,765000,2980,10500
3,2.5,3090,2.0,0,0,3,10,1992,0,52.818,-114.269,2980,751000,3090,27753
3,2.5,2010,2.0,0,0,3,8,2014,0,52.8388,-114.501,1500,749950,2010,4933
3,3.0,1660,3.0,0,0,3,9,2013,0,52.8949,-114.543,1660,716000,1660,5149
4,2.5,2590,2.0,0,0,3,9,2004,0,52.9347,-114.318,2660,700000,2590,9736
4,3.25,3250,2.0,0,0,3,9,2014,0,52.7478,-114.077,3250,699188,3250,10960
3,1.75,1670,1.0,0,0,3,7,1952,0,52.8716,-114.587,1460,699000,1670,11500
4,2.5,2170,1.0,0,0,3,7,1959,0,52.8378,-114.382,2010,685000,2170,17360
4,3.0,2500,1.5,0,0,4,7,1926,0,52.9195,-114.521,1720,670000,2500,9500
3,1.75,1770,1.0,0,0,3,8,1963,0,52.9146,-114.582,1430,667000,1770,7760
3,2.5,1730,2.0,0,0,3,8,1996,0,52.8832,-114.53,1730,665000,1730,4774
4,2.75,3550,2.0,0,0,3,9,2014,0,52.7127,-114.321,3550,659950,3550,18821
3,2.0,1410,1.5,0,0,4,8,1927,0,52.7897,-114.457,1820,655000,1410,12000
3,1.75,2340,1.5,0,0,5,7,1914,0,52.9256,-114.525,1410,645000,2340,10138
5,3.0,2460,1.0,0,0,3,9,1991,0,52.7786,-114.379,2530,637000,2460,15125
3,2.5,1530,1.0,0,0,3,7,1997,0,52.9096,-114.58,1640,635000,1530,8078
5,1.75,2490,1.0,0,2,4,8,1959,0,52.566,-114.54,2790,630000,2490,40569
3,1.0,1040,1.0,0,0,4,7,1924,0,52.9068,-114.557,1170,626000,1040,8480
4,3.5,4170,2.0,0,0,3,9,2007,0,53.0026,-114.352,3510,623300,4170,9525
4,1.5,1350,1.0,0,0,4,7,1959,0,52.8107,-114.386,1930,595000,1350,16226
5,2.25,2340,2.0,0,0,3,8,1973,0,52.8669,-114.288,2140,572000,2340,18573
3,3.0,2110,1.0,0,2,4,7,1965,0,52.7996,-114.565,1730,565000,2110,8000
4,1.0,1540,1.5,0,0,4,7,1906,0,52.8822,-114.538,1290,565000,1540,5812
3,2.5,1960,1.0,0,0,3,8,1989,0,52.8639,-114.216,1960,560000,1960,17940
3,1.0,1600,1.5,0,0,3,7,1947,0,52.885,-114.548,1380,550000,1600,10000
3,2.5,2290,2.0,0,0,3,8,2001,0,52.7403,-114.572,1600,550000,2290,12508
3,1.5,1380,1.5,0,0,4,7,1929,0,52.9189,-114.57,1440,549900,1380,7036
4,2.5,2360,2.0,0,0,3,8,1977,0,52.9961,-114.261,2850,542126,2360,82304
4,2.5,2290,2.0,0,0,3,9,2004,0,52.9685,-114.359,2570,540000,2290,9546
5,2.25,2500,1.5,0,0,4,7,1968,0,52.9679,-114.375,1980,525000,2500,16016
4,1.75,1240,1.5,0,0,4,7,1944,0,52.9192,-114.568,1260,520000,1240,9000
2,1.0,1360,1.0,0,0,3,7,1932,0,52.9401,-114.416,2830,520000,1360,35108
3,2.25,1850,1.0,0,0,3,8,1985,0,52.7996,-114.21,1850,520000,1850,19064
2,1.0,833,1.0,0,0,3,5,2006,0,52.6189,-114.672,1380,517534,833,287894
3,2.5,2360,1.0,0,2,3,9,1990,0,52.5656,-114.523,2390,515000,2360,22508
3,2.25,1710,2.0,0,0,4,8,1994,0,52.7991,-114.194,1810,500000,1710,9331
3,2.5,1800,2.0,0,0,4,8,1987,0,52.9858,-114.332,1940,485000,1800,19934
3,2.5,1940,2.0,0,0,4,8,1994,0,52.9738,-114.362,2810,480000,1940,18368
4,2.5,3620,2.0,0,0,3,9,1976,0,52.6011,-114.25,2590,480000,3620,32000
4,2.5,3274,2.0,0,0,3,9,2014,0,52.4903,-114.385,2578,478830,3274,9150
2,1.75,1710,1.0,0,0,4,7,1923,0,52.9305,-114.503,1280,475000,1710,14011
3,1.0,1010,1.0,0,0,3,7,1952,0,52.905,-114.584,1680,470000,1010,10000
3,1.75,1680,1.5,0,0,3,7,1929,0,52.9149,-114.557,1080,469000,1680,6960
3,1.0,1490,1.0,0,0,3,7,1963,0,52.893,-114.368,1730,460500,1490,20450
5,2.0,1910,1.0,0,0,4,7,1963,0,52.831,-114.324,1700,460000,1910,21443
4,1.75,2390,1.0,0,0,3,7,1949,0,52.9857,-114.427,1840,450000,2390,57799
2,2.0,1900,1.0,0,0,4,7,1923,0,52.7527,-114.562,1140,450000,1900,15480
3,1.5,1520,1.0,0,0,4,7,1955,0,52.7959,-114.331,1520,450000,1520,17733
4,1.5,1860,1.0,0,0,3,7,1964,0,52.959,-114.425,1510,443000,1860,23958
3,1.75,1950,1.0,0,0,3,7,1979,0,52.9985,-114.352,2560,440000,1950,29421
3,2.25,1550,3.0,0,0,3,8,2004,0,52.9211,-114.531,1520,430000,1550,2934
3,1.0,1350,1.0,0,0,5,7,1944,0,52.9618,-114.495,1350,427500,1350,14170
2,1.0,2230,2.0,0,0,3,7,1951,0,52.9672,-114.54,1870,426000,2230,20121
4,2.0,1590,1.5,0,0,4,7,1956,0,52.9573,-114.522,1400,414050,1590,19765
4,2.5,2311,2.0,0,0,3,9,2014,0,52.5576,-114.353,2458,399440,2311,9012
3,2.5,1350,3.0,0,0,3,8,2006,0,52.779,-114.577,1350,389500,1350,1760
3,2.5,2220,2.0,0,0,3,8,1998,0,52.5164,-114.454,2420,382450,2220,39780
3,1.75,1790,1.0,0,0,4,7,1953,0,52.9742,-114.528,1560,382000,1790,15359
3,1.75,2040,1.0,0,0,3,8,1987,0,52.6056,-114.234,2010,379950,2040,23782
3,2.5,1330,3.0,0,0,3,8,2004,0,52.9136,-114.577,1330,375000,1330,1929
3,1.0,1520,1.0,0,0,3,7,1953,0,52.9935,-114.452,1670,375000,1520,20674
3,1.0,1380,2.0,0,0,3,8,1976,0,52.564,-114.296,2350,365000,1380,63440
3,1.75,1520,1.0,0,0,3,8,1978,0,52.9816,-114.489,1860,360000,1520,25782
4,1.75,2140,1.0,0,0,5,7,1959,0,52.5883,-114.112,1720,360000,2140,148974
3,1.0,1070,1.0,0,0,3,7,1961,0,52.9312,-114.357,1540,357500,1070,20325
3,1.0,1160,1.0,0,0,3,7,1960,0,52.9643,-114.41,1670,351000,1160,19898
2,2.5,1290,3.0,0,0,3,8,1999,0,52.9255,-114.566,1470,350500,1290,2948
3,1.75,1970,1.0,0,0,4,7,1979,0,52.7407,-114.362,1970,350000,1970,19568
3,1.0,1790,1.5,0,0,5,7,1904,0,52.805,-114.478,1360,350000,1790,7956
3,1.0,1010,1.0,0,0,3,7,1968,0,52.9525,-114.369,1120,347000,1010,14400
3,1.0,1120,1.0,0,0,3,6,1905,0,52.7535,-114.467,1350,345000,1120,17676
3,1.0,1010,1.0,0,0,4,7,1975,0,52.8469,-114.252,1230,340000,1010,16634
3,2.25,2820,2.0,0,0,3,8,1986,0,52.4921,-114.408,2290,336000,2820,20113
3,2.75,2850,1.0,0,0,4,8,1989,0,52.6441,-114.394,2240,335000,2850,12276
3,1.0,1030,1.0,0,0,4,7,1950,0,52.9653,-114.524,1340,332500,1030,16328
4,2.5,2160,2.0,0,0,3,8,1994,0,52.6411,-114.39,2020,325000,2160,13860
4,1.75,1310,1.0,0,0,4,7,1967,0,52.9859,-114.416,2280,323000,1310,19308
4,2.75,2610,1.0,0,0,4,8,1987,0,52.6912,-114.337,1900,320000,2610,19577
3,2.5,1820,2.0,0,0,3,8,2008,0,52.6943,-114.536,1470,320000,1820,13300
4,2.0,1780,1.0,0,0,5,7,1974,0,52.6862,-114.348,1480,318500,1780,14700
3,2.5,2090,2.0,0,0,3,7,2005,0,52.6292,-114.353,2190,300000,2090,8650
1,1.0,1110,1.0,0,0,3,6,1935,0,52.9622,-114.549,1230,293000,1110,13521
2,1.5,1010,2.0,0,0,3,7,2007,0,52.7959,-114.476,1190,289000,1010,4369
2,1.0,1000,1.0,0,0,3,7,1962,0,52.7089,-113.969,1490,286300,1000,71585
4,1.75,1850,1.0,0,0,3,7,1965,0,52.5713,-114.467,1450,270000,1850,14600
3,2.25,1740,1.0,0,0,4,7,1963,0,52.6449,-114.371,1640,269900,1740,19272
3,1.75,1890,1.0,0,0,4,7,1964,0,52.4868,-114.26,1690,267300,1890,265280
3,1.75,1100,1.0,0,0,5,7,1984,0,52.593,-114.27,1400,260000,1100,18767
3,2.5,1578,2.0,0,0,3,7,2010,0,52.6071,-114.376,1850,259950,1578,14540
3,1.75,1240,1.0,0,0,3,7,1986,0,52.7028,-114.381,1570,259000,1240,8586
2,1.0,990,2.0,0,0,3,7,1981,0,52.7418,-114.378,1350,250000,990,17851
3,1.0,1590,1.0,0,0,4,7,1961,0,52.5194,-114.378,1560,247200,1590,20950
4,1.75,1400,1.5,0,0,4,7,1935,0,52.6453,-114.374,1910,242025,1400,62537
2,1.0,1800,1.0,0,0,3,7,1954,0,52.6092,-114.388,1730,228000,1800,14937
3,1.5,1410,1.0,0,0,4,7,1965,0,52.5227,-114.373,2180,226740,1410,18908
3,1.5,1500,1.0,0,0,3,7,1952,0,52.6226,-114.398,1790,215000,1500,28905
2,1.0,1450,1.0,0,0,3,7,1950,0,52.7593,-114.462,1190,210000,1450,9750
3,2.75,2270,1.5,0,0,4,6,1948,0,52.4399,-114.191,1160,199950,2270,27135
3,1.0,1170,2.0,0,0,4,6,1969,0,52.5455,-114.372,1090,192950,1170,6660
4,1.75,1850,1.0,0,0,3,7,1954,0,52.6517,-114.523,1460,181100,1850,15000
3,1.0,890,1.0,0,0,3,6,1957,0,52.7271,-114.451,1100,169000,890,15485
2,1.0,930,1.0,0,0,1,5,1932,0,52.6911,-114.514,1620,105500,930,16324
2,3.0,2210,2.0,0,0,3,10,2008,0,52.8466,-114.481,1720,1260000,2210,7850
6,3.5,4310,2.0,0,0,3,10,2013,0,52.7597,-114.345,4620,1170000,4310,17977
4,3.25,3190,2.0,1,4,3,8,1956,1991,52.7333,-114.415,2240,1100000,3190,20499
4,3.25,4800,2.0,0,0,3,10,2011,0,52.7611,-114.324,4750,1080000,4800,26329
4,2.75,3090,3.0,0,0,4,8,1919,1987,52.8103,-114.593,1500,1000000,3090,21668
3,2.5,2160,1.5,0,0,4,8,1939,0,52.8882,-114.47,2300,990000,2160,12000
5,2.5,2900,1.0,0,0,3,8,1959,0,52.8555,-114.398,2810,968000,2900,19486
4,2.0,2330,1.5,0,0,5,7,1925,0,52.9104,-114.548,2090,891000,2330,10000
5,2.75,2830,2.0,0,0,3,9,2010,0,52.8232,-114.248,3170,820000,2830,12422
2,1.75,1550,1.0,0,1,3,7,1920,0,52.9012,-114.599,2360,805000,1550,12000
4,2.5,3160,2.0,0,0,3,10,1987,0,52.8665,-114.23,3160,795000,3160,28979
4,2.75,2900,1.0,0,0,4,8,1978,0,52.8731,-114.298,2620,785000,2900,29640
4,3.5,4130,2.0,0,2,3,10,2011,0,52.5529,-114.235,4130,775000,4130,165308
4,3.5,3950,2.0,0,0,3,10,2001,0,52.7714,-114.059,3920,771150,3950,23406
5,1.5,2160,1.5,0,2,4,8,1926,0,52.8945,-114.55,1450,770000,2160,9265
3,2.5,3680,1.0,0,0,3,10,1985,0,52.9513,-114.31,3570,770000,3680,71250
3,1.75,2080,1.5,0,0,4,8,1924,0,52.8076,-114.479,2300,695000,2080,11682
3,2.25,2260,1.0,0,0,3,9,1977,0,52.8685,-114.357,2820,675000,2260,25743
4,2.5,2470,2.0,0,0,3,8,2012,0,52.9198,-114.205,2510,669000,2470,9933
4,2.5,2430,2.0,0,0,3,9,1992,0,52.8014,-114.181,2760,658100,2430,16509
3,1.75,1480,1.5,0,0,3,8,1943,0,52.9032,-114.462,2120,656000,1480,14691
4,2.5,2860,2.0,0,0,3,8,1995,0,52.9606,-114.163,2650,645000,2860,28564
4,2.0,2260,2.0,0,0,3,9,1992,0,52.8551,-114.22,2410,635000,2260,16170
4,2.25,2240,2.0,0,0,3,8,2013,0,52.8512,-114.248,1760,635000,2240,12500
3,2.25,1270,2.0,0,0,3,8,2014,0,52.8947,-114.474,1160,625504,1270,2893
3,2.5,1910,2.0,0,0,3,8,2001,0,52.8624,-114.3,2240,615000,1910,7147
5,3.5,3610,2.0,0,0,4,7,1989,0,52.9132,-114.097,1620,587000,3610,112707
5,2.75,3550,2.0,0,0,3,7,1960,0,52.9066,-114.376,3370,580000,3550,19200
3,1.75,2100,1.0,0,0,3,7,1943,0,52.9024,-114.469,2220,580000,2100,12786
3,2.25,2110,3.0,0,0,3,8,2001,0,52.9215,-114.529,1340,525000,2110,7851
2,1.75,1210,1.5,0,0,5,7,1950,0,52.6899,-114.64,2020,510000,1210,316680
3,2.25,1760,2.0,0,0,3,8,1978,0,52.854,-114.24,2080,500000,1760,24014
2,1.5,1590,1.0,0,0,4,7,1946,0,52.8131,-114.582,1900,490000,1590,8950
3,3.25,1740,2.0,0,0,3,8,2007,0,52.788,-114.572,1130,470000,1740,15083
6,3.0,2300,2.0,0,0,3,7,1920,1994,52.9367,-114.533,1560,464000,2300,4716
3,2.25,2100,1.0,0,2,3,8,1967,0,52.7391,-114.434,2660,445000,2100,16913
3,1.75,1490,1.0,0,0,3,7,1974,0,52.8508,-114.296,2090,445000,1490,20788
3,2.5,2170,2.0,0,0,3,7,2006,0,52.7703,-114.079,2440,443500,2170,11664
3,2.0,1550,2.0,0,0,3,7,1996,0,52.8845,-114.538,1550,440000,1550,5847
3,2.5,1650,2.0,0,0,3,7,2003,0,52.912,-114.224,1560,438000,1650,6101
4,1.0,1620,1.5,0,0,3,7,1943,0,52.7954,-114.119,2190,430000,1620,124192
4,1.0,1800,1.0,0,0,5,7,1955,0,52.8029,-114.337,1290,425000,1800,22325
4,2.5,2550,2.0,0,2,3,7,2003,0,52.7093,-114.37,2560,419500,2550,12915
5,3.0,3045,2.0,0,0,3,8,1999,0,52.6686,-114.317,3045,414000,3045,10352
3,1.75,2110,1.0,0,0,4,8,1959,0,52.7042,-114.388,880,400000,2110,29677
4,1.75,1320,1.0,0,0,4,7,1930,0,52.7834,-114.555,940,399700,1320,9600
4,2.0,1950,1.0,0,0,3,7,1961,0,52.9374,-114.48,1950,392500,1950,22350
3,1.5,1360,3.0,0,0,3,8,2008,0,52.9261,-114.539,1360,385000,1360,3197
6,3.0,2320,1.0,0,0,4,7,1987,0,52.7852,-114.49,1160,384000,2320,10130
4,2.25,1860,1.0,0,0,4,8,1966,0,52.6824,-114.34,1860,380000,1860,16794
2,1.0,940,1.0,0,0,3,7,1909,0,52.8373,-114.498,1300,375000,940,10240
1,1.0,720,1.0,0,0,3,6,1920,0,52.8111,-114.579,1140,375000,720,9416
4,3.5,2720,2.0,0,0,3,8,1999,0,52.6912,-114.405,2280,365000,2720,12723
2,1.0,760,1.0,0,0,3,6,1941,0,52.9214,-114.5,1590,361600,760,12760
4,2.5,2080,1.0,0,0,5,7,1962,0,52.802,-114.48,1340,360000,2080,8160
3,2.0,1930,1.0,0,0,3,8,1958,0,52.9975,-114.497,1900,360000,1930,27663
3,1.75,1250,1.0,0,2,3,7,1990,0,52.7281,-113.962,1260,350000,1250,27482
2,1.75,1740,1.5,0,0,3,8,2002,0,52.756,-114.018,1560,350000,1740,12020
3,2.5,1400,2.0,0,0,3,7,2003,0,52.7816,-114.572,1500,346100,1400,4072
3,2.0,1410,1.0,0,3,3,6,1993,0,52.7248,-113.966,1570,340000,1410,20500
5,2.0,1860,2.0,0,0,3,7,1980,0,52.6784,-113.962,1390,338000,1860,18752
3,3.0,1430,3.0,0,0,3,8,2003,0,52.9271,-114.53,1020,335000,1430,5661
4,2.25,2140,2.0,0,0,4,8,1986,0,52.4949,-114.408,2030,322500,2140,17223
5,4.0,2900,2.0,0,0,4,7,1937,0,52.7303,-114.496,1360,312000,2900,17779
3,2.25,1920,2.0,0,0,4,8,1982,0,52.5931,-114.466,2170,299000,1920,15050
3,1.0,1370,1.0,0,0,3,7,1981,0,52.6785,-113.966,1520,280000,1370,21050
3,2.5,1490,2.0,0,0,3,7,2002,0,52.604,-114.323,2060,265950,1490,8224
2,1.0,1600,1.0,0,0,3,7,1947,0,52.9711,-114.512,1580,265000,1600,15376
3,1.75,2259,1.5,0,3,5,7,1908,0,52.5041,-114.456,1980,262500,2259,42625
4,2.25,2160,1.0,0,0,3,8,1978,0,52.5429,-114.58,2090,260000,2160,17211
3,1.5,1210,1.0,0,0,3,7,1962,0,52.733,-114.541,1210,257500,1210,25000
3,2.0,1420,2.0,0,0,3,7,1990,0,52.5187,-114.541,1790,252000,1420,13395
3,1.75,2080,1.0,0,0,5,6,1950,0,52.497,-114.44,1690,249900,2080,23722
3,2.0,1220,1.0,0,0,3,7,1994,0,52.5823,-114.249,1570,249900,1220,13404
2,1.0,860,1.0,0,0,3,7,1948,0,52.9803,-114.518,1100,245000,860,12980
3,1.0,1510,1.0,0,0,3,7,1962,0,52.5604,-114.494,1510,239000,1510,27992
3,1.5,1610,1.0,0,2,4,7,1959,0,52.7317,-114.364,1650,238000,1610,12264
3,2.0,1110,1.0,0,0,4,7,1990,0,52.5356,-114.396,1390,235000,1110,16474
2,1.0,670,1.0,0,0,3,6,1903,0,52.7798,-114.494,1960,235000,670,12776
4,1.0,1270,1.5,0,0,3,7,1918,0,52.7741,-114.463,1300,226000,1270,10559
3,2.25,1400,1.0,0,0,3,7,1985,0,52.579,-114.356,1970,220000,1400,14457
3,1.75,1290,1.0,0,0,3,7,1984,0,52.5189,-114.553,1350,205000,1290,14719
5,1.75,1798,1.0,0,0,3,7,1967,0,52.5566,-114.481,1300,199900,1798,26814
3,1.75,1300,1.0,0,0,3,7,1980,0,52.5052,-114.441,1150,198000,1300,14320
2,1.0,830,1.0,0,0,3,6,1943,0,52.7593,-114.541,1100,150000,830,8161
2,1.0,770,1.0,0,0,3,7,1978,0,52.5297,-114.459,1480,100000,770,34668
5,3.25,3730,1.0,0,4,4,10,1963,0,52.854,-114.411,4180,2540000,3730,29736
4,4.25,5180,2.0,0,3,3,12,1998,0,52.7813,-114.299,5030,1490000,5180,28146
4,2.75,3460,1.0,0,4,4,9,1974,0,52.798,-114.343,3200,1090000,3460,25224
4,2.25,2420,1.0,0,4,5,9,1967,0,52.7184,-114.553,2400,945000,2420,18035
3,2.75,3390,1.0,0,3,4,8,1979,0,52.8001,-114.598,1770,915000,3390,13500
5,2.5,3190,2.0,0,0,3,9,2014,0,52.9546,-114.553,1650,865000,3190,16320
4,3.5,3980,2.0,0,2,3,9,2006,0,52.7874,-114.08,2220,810000,3980,275298
4,2.5,3691,2.0,0,1,3,8,2013,0,52.8422,-114.249,3190,800000,3691,22358
5,2.5,2590,2.0,0,0,3,8,2014,0,52.9353,-114.303,3010,779380,2590,11907
3,2.5,2620,2.0,0,0,3,8,2013,0,52.885,-114.199,2620,750000,2620,164518
5,3.0,2640,2.0,0,0,4,7,1906,0,52.8488,-114.498,1540,739375,2640,5442
4,2.5,3100,2.0,0,0,3,9,1990,0,52.8552,-114.219,2710,735000,3100,16873
4,2.5,2740,2.0,0,0,4,8,1991,0,52.8615,-114.218,2310,730000,2740,21043
3,1.75,1530,2.0,0,0,3,8,1985,0,52.7539,-114.578,2140,725000,1530,9000
3,3.25,3230,2.0,0,0,3,9,2006,0,52.7858,-114.192,2670,715000,3230,8977
3,2.25,3130,2.0,0,0,4,8,1978,0,52.7762,-114.275,3130,710000,3130,138084
2,1.75,2320,1.0,0,0,5,8,1946,0,52.8698,-114.593,1990,705000,2320,11755
4,2.5,2990,2.0,0,0,3,9,2001,0,52.7923,-114.222,3160,698000,2990,15570
4,2.25,1930,1.5,0,0,5,8,1916,0,52.8467,-114.48,1800,689888,1930,8500
4,1.5,1420,1.5,0,0,4,8,1928,0,52.9201,-114.529,1470,679000,1420,9846
3,1.75,1850,1.5,0,0,5,8,1931,0,52.8153,-114.58,1660,678100,1850,5980
4,2.5,2620,2.0,0,0,3,9,2011,0,52.7903,-114.203,2620,675000,2620,11922
3,1.75,1280,1.5,0,0,4,7,1910,0,52.8662,-114.514,2010,670000,1280,4787
2,2.5,2600,1.0,0,0,5,8,1926,0,52.8106,-114.569,2260,665000,2600,10000
3,2.0,1620,1.5,0,0,5,8,1929,0,52.9184,-114.512,1470,665000,1620,6720
4,2.5,2500,2.0,0,0,3,9,1990,0,52.8059,-114.184,2560,639000,2500,17015
4,2.5,2170,1.0,0,0,3,8,1978,0,52.7972,-114.28,2390,638150,2170,14550
3,2.5,1730,3.0,0,0,3,9,2011,0,52.883,-114.542,1330,625000,1730,2541
3,1.75,2330,1.5,0,0,4,7,1940,0,52.8065,-114.568,1600,605000,2330,10000
4,2.75,2910,1.0,0,2,3,8,1975,0,52.8958,-114.378,2920,590000,2910,21638
4,2.5,2290,2.0,0,0,3,9,1986,0,52.8583,-114.22,2340,590000,2290,20846
3,2.0,2064,2.0,0,0,5,7,1903,0,52.6769,-114.645,1640,567035,2064,67953
4,2.5,2580,2.0,0,0,3,8,2002,0,52.7674,-114.065,2380,552250,2580,11646
3,2.25,1920,2.0,0,0,3,8,1981,0,52.8732,-114.247,2000,549000,1920,21667
4,2.75,2790,2.0,0,0,3,8,2012,0,52.7136,-113.959,2620,535365,2790,13276
5,2.75,2540,1.0,0,0,4,8,1955,0,52.7893,-114.49,2510,531000,2540,10204
3,2.25,1940,2.0,0,0,3,9,1990,0,52.7936,-114.122,2580,529000,1940,301358
4,1.75,2220,1.0,0,0,3,7,1959,0,52.9436,-114.48,1950,526000,2220,14450
4,2.75,2310,1.5,0,0,5,8,1908,0,52.7802,-114.458,1100,524000,2310,10000
4,2.5,2340,1.0,0,0,3,8,1977,0,52.9766,-114.267,2340,522250,2340,76560
3,3.0,2100,2.0,0,0,3,8,2008,0,52.8273,-114.488,1900,515000,2100,4809
3,2.5,2480,2.0,0,0,3,8,2009,0,52.723,-114.337,2510,498000,2480,8450
3,2.25,1870,1.0,0,0,3,7,1975,0,52.935,-114.392,2230,497000,1870,18894
4,3.0,3760,2.0,0,0,3,8,2002,0,52.7461,-114.381,1960,494500,3760,16029
3,1.75,1720,1.0,0,0,4,7,1956,0,52.7999,-114.367,1440,490000,1720,24390
3,2.5,3160,2.0,0,0,3,8,2003,0,52.9743,-114.167,3050,488000,3160,22835
4,1.0,1150,1.5,0,0,3,7,1909,0,52.8668,-114.545,1890,485000,1150,5560
4,2.25,3380,1.0,0,2,4,8,1969,0,52.6738,-114.53,2390,470000,3380,19800
4,2.25,2340,1.0,0,0,3,8,1983,0,52.8511,-114.227,1810,465000,2340,25915
3,1.75,1540,1.0,0,0,3,8,1983,0,52.8507,-114.232,1990,450000,1540,19427
4,1.5,1960,1.5,0,0,4,7,1962,0,52.8604,-114.287,2050,442000,1960,22063
3,2.5,1600,2.0,0,0,3,7,2005,0,52.7831,-114.186,1830,435000,1600,4750
